file,kind,text,proposed_key,status
src/dashboard/templates/insights.html,alert,Copy failed. Text:,insights.alerts.copy_failed_text,todo
src/dashboard/templates/insights.html,placeholder,Exposure Type,insights.placeholders.exposure_type,todo
src/dashboard/templates/insights.html,placeholder,Published Date,insights.placeholders.published_date,todo
src/dashboard/templates/insights.html,placeholder,Quality Score,insights.placeholders.quality_score,todo
src/dashboard/templates/insights.html,placeholder,Search Impressions,insights.placeholders.search_impressions,todo
src/dashboard/templates/insights.html,placeholder,Clicks,insights.placeholders.clicks,todo
src/dashboard/templates/insights.html,placeholder,listing.offering,insights.placeholders.listing_offering,todo
src/dashboard/templates/insights.html,placeholder,'Click to copy: ' + getLocation(listing) + (listing.location?.id ? ' (ID: ' + listing.location.id + ')' : ''),insights.placeholders.click_to_copy_getlocation_listing_listing_locati,todo
src/dashboard/templates/insights.html,placeholder,getAgentName(listing),insights.placeholders.getagentname_listing,todo
src/dashboard/templates/insights.html,placeholder,View on PropertyFinder.ae,insights.placeholders.view_on_propertyfinder_ae,todo
src/dashboard/templates/insights.html,text,PropertyFinder Insights,insights.ui.propertyfinder_insights,todo
src/dashboard/templates/insights.html,text,Load your PropertyFinder listings data to view insights and analytics.,insights.ui.load_your_propertyfinder_listings_data_to_view_i,todo
src/dashboard/templates/insights.html,text,"This will fetch listings, users, and leads from PropertyFinder API",insights.ui.this_will_fetch_listings_users_and_leads_from_pr,todo
src/dashboard/templates/insights.html,text,PropertyFinder Live,insights.ui.propertyfinder_live,todo
src/dashboard/templates/insights.html,text,Local Database,insights.ui.local_database,todo
src/dashboard/templates/insights.html,text,"0"" class=""flex items-center gap-2"">",insights.ui.0_class_flex_items_center_gap_2,todo
src/dashboard/templates/insights.html,text,Agent:,insights.ui.agent,todo
src/dashboard/templates/insights.html,text,All Agents,insights.ui.all_agents,todo
src/dashboard/templates/insights.html,text,Filtering by agent:,insights.ui.filtering_by_agent,todo
src/dashboard/templates/insights.html,text,"You don't have any listings on PropertyFinder yet, or they couldn't be loaded.",insights.ui.you_don_t_have_any_listings_on_propertyfinder_ye,todo
src/dashboard/templates/insights.html,text,You haven't created any local listings through bulk upload yet.,insights.ui.you_haven_t_created_any_local_listings_through_b,todo
src/dashboard/templates/insights.html,text,"0"" class=""grid grid-cols-3 md:grid-cols-6 gap-3 mb-6"">",insights.ui.0_class_grid_grid_cols_3_md_grid_cols_6_gap_3_mb,todo
src/dashboard/templates/insights.html,text,Total,insights.ui.total,todo
src/dashboard/templates/insights.html,text,Live,insights.ui.live,todo
src/dashboard/templates/insights.html,text,Draft,insights.ui.draft,todo
src/dashboard/templates/insights.html,text,Leads,insights.ui.leads,todo
src/dashboard/templates/insights.html,text,Quality,insights.ui.quality,todo
src/dashboard/templates/insights.html,text,"= 70 ? 'text-green-600' : stats.avgQuality >= 50 ? 'text-yellow-600' : 'text-red-600'"" x-text=""stats.avgQuality + '%'"">",insights.ui.70_text_green_600_stats_avgquality_50_text_yello,todo
src/dashboard/templates/insights.html,text,Credits,insights.ui.credits,todo
src/dashboard/templates/insights.html,text,"0"" class=""grid grid-cols-2 md:grid-cols-4 gap-3 mb-6"">",insights.ui.0_class_grid_grid_cols_2_md_grid_cols_4_gap_3_mb,todo
src/dashboard/templates/insights.html,text,Leads/Listing,insights.ui.leads_listing,todo
src/dashboard/templates/insights.html,text,Avg Quality,insights.ui.avg_quality,todo
src/dashboard/templates/insights.html,text,"0 && dataSource === 'pf' && users.length > 0"" class=""bg-white rounded-lg shadow mb-6 overflow-hidden"">",insights.ui.0_datasource_pf_users_length_0_class_bg_white_ro,todo
src/dashboard/templates/insights.html,text,Agent Performance,insights.ui.agent_performance,todo
src/dashboard/templates/insights.html,text,Agent,insights.ui.agent,todo
src/dashboard/templates/insights.html,text,Listings,insights.ui.listings,todo
src/dashboard/templates/insights.html,text,Avg Q,insights.ui.avg_q,todo
src/dashboard/templates/insights.html,text,"= 70 ? 'text-green-600' : agent.avgQuality >= 50 ? 'text-yellow-600' : 'text-red-600'"" x-text=""agent.avgQuality + '%'"">",insights.ui.70_text_green_600_agent_avgquality_50_text_yello,todo
src/dashboard/templates/insights.html,text,"0"" class=""grid grid-cols-2 lg:grid-cols-4 gap-4 mb-6"">",insights.ui.0_class_grid_grid_cols_2_lg_grid_cols_4_gap_4_mb,todo
src/dashboard/templates/insights.html,text,Property Types,insights.ui.property_types,todo
src/dashboard/templates/insights.html,text,Status,insights.ui.status,todo
src/dashboard/templates/insights.html,text,Locations,insights.ui.locations,todo
src/dashboard/templates/insights.html,text,Bedrooms,insights.ui.bedrooms,todo
src/dashboard/templates/insights.html,text,Lead Channels,insights.ui.lead_channels,todo
src/dashboard/templates/insights.html,text,No data,insights.ui.no_data,todo
src/dashboard/templates/insights.html,text,Exposure,insights.ui.exposure,todo
src/dashboard/templates/insights.html,text,Sale vs Rent,insights.ui.sale_vs_rent,todo
src/dashboard/templates/insights.html,text,"0"" class=""bg-white rounded-lg shadow overflow-hidden"">",insights.ui.0_class_bg_white_rounded_lg_shadow_overflow_hidd,todo
src/dashboard/templates/insights.html,text,Listings Details,insights.ui.listings_details,todo
src/dashboard/templates/insights.html,text,Columns,insights.ui.columns,todo
src/dashboard/templates/insights.html,text,Show/Hide Columns,insights.ui.show_hide_columns,todo
src/dashboard/templates/insights.html,text,Reset,insights.ui.reset,todo
src/dashboard/templates/insights.html,text,Done,insights.ui.done,todo
src/dashboard/templates/insights.html,text,Show:,insights.ui.show,todo
src/dashboard/templates/insights.html,text,All,insights.ui.all,todo
src/dashboard/templates/insights.html,text,Click to view on PF,insights.ui.click_to_view_on_pf,todo
src/dashboard/templates/insights.html,text,Ref,insights.ui.ref,todo
src/dashboard/templates/insights.html,text,Type,insights.ui.type,todo
src/dashboard/templates/insights.html,text,BR,insights.ui.br,todo
src/dashboard/templates/insights.html,text,Location,insights.ui.location,todo
src/dashboard/templates/insights.html,text,Boost,insights.ui.boost,todo
src/dashboard/templates/insights.html,text,Published,insights.ui.published,todo
src/dashboard/templates/insights.html,text,Q%,insights.ui.q,todo
src/dashboard/templates/insights.html,text,Price,insights.ui.price,todo
src/dashboard/templates/insights.html,text,Impr,insights.ui.impr,todo
src/dashboard/templates/insights.html,text,Clicks,insights.ui.clicks,todo
src/dashboard/templates/insights.html,text,"= 80, 'text-yellow-600': (listing.qualityScore?.value || 0) >= 50 && (listing.qualityScore?.value || 0)",insights.ui.80_text_yellow_600_listing_qualityscore_value_0_,todo
src/dashboard/templates/insights.html,text,"0 ? 'text-purple-600 font-medium' : 'text-gray-400'"" x-text=""getImpressions(listing)"">",insights.ui.0_text_purple_600_font_medium_text_gray_400_x_te,todo
src/dashboard/templates/insights.html,text,"0 ? 'text-blue-600 font-medium' : 'text-gray-400'"" x-text=""getClicks(listing)"">",insights.ui.0_text_blue_600_font_medium_text_gray_400_x_text,todo
src/dashboard/templates/insights.html,text,"0 ? 'text-green-600' : 'text-gray-400'"" x-text=""getLeadsCount(listing)"">",insights.ui.0_text_green_600_text_gray_400_x_text_getleadsco,todo
src/dashboard/templates/insights.html,text,of,insights.ui.of,todo
src/dashboard/templates/insights.html,text,"= totalPages"" class=""px-2 py-1 border rounded transition-colors"" :class=""currentPage >= totalPages ? 'bg-gray-100 text-gray-400 cursor-not-allowed' : 'bg-white text-gray-700 hover:bg-gray-100'"">",insights.ui.totalpages_class_px_2_py_1_border_rounded_transi,todo
src/dashboard/templates/insights.html,text,"function insightsData() { return { dataSource: 'pf', dataLoaded: false, loading: false, errorMessage: '', cachedAt: null, loadForUser: '', fromCache: false, pfListings: [], localListings: , users: [], availableUsers: [], leads: [], locations: {}, selectedUser: '', stats: { total: 0, live: 0, draft: 0, takendown: 0, livePercent: 0, totalLeads: 0, conversionRate: 0, avgQuality: 0, totalImpressions: 0, totalClicks: 0, avgCTR: 0, totalCredits: 0, avgCredits: 0 }, charts: { propertyTypes: [], statuses: [], locations: [], bedrooms: [], leadChannels: [], exposureTypes: [], offerings: [] }, // Table sorting tableSortColumn: 'leads', tableSortDir: 'desc', // Pagination currentPage: 1, pageSize: 25, // Agent stats agentStats: [], // Column visibility settings columnOptions: [ { key: 'reference', label: 'Reference' }, { key: 'type', label: 'Type' }, { key: 'bedrooms', label: 'Bedrooms' }, { key: 'location', label: 'Location' }, { key: 'exposure', label: 'Boost/Exposure' }, { key: 'publishedAt', label: 'Published Date' }, { key: 'qualityScore', label: 'Quality Score' }, { key: 'agent', label: 'Agent' }, { key: 'price', label: 'Price' }, { key: 'status', label: 'Status' }, { key: 'impressions', label: 'Impressions (N/A)' }, { key: 'clicks', label: 'Clicks (N/A)' }, { key: 'leads', label: 'Leads' } ], visibleColumns: JSON.parse(localStorage.getItem('insights_visible_columns') || 'null') || ['reference', 'type', 'bedrooms', 'location', 'exposure', 'publishedAt', 'qualityScore', 'price', 'status', 'leads'], get listings() { return this.dataSource === 'pf' ? this.pfListings : this.localListings; }, get filteredListings() { let list = this.listings; if (this.selectedUser && this.dataSource === 'pf') { const selectedId = String(this.selectedUser); list = list.filter(l => { const agentId = String(l.assignedTo?.id || l.publicProfile?.id || l.agent?.id || l.userId || 'unassigned'); return agentId === selectedId; }); } return list; }, get sortedListings() { let list = [...this.filteredListings]; const col = this.tableSortColumn; const dir = this.tableSortDir; list.sort((a, b) => { let aVal, bVal; switch(col) { case 'reference': aVal = a.reference || a.id || ''; bVal = b.reference || b.id || ''; break; case 'category': aVal = a.category || ''; bVal = b.category || ''; break; case 'type': aVal = a.type || a.property_type || ''; bVal = b.type || b.property_type || ''; break; case 'bedrooms': aVal = a.bedrooms === 'studio' ? 0 : (parseInt(a.bedrooms) || -1); bVal = b.bedrooms === 'studio' ? 0 : (parseInt(b.bedrooms) || -1); break; case 'qualityScore': aVal = a.qualityScore?.value || 0; bVal = b.qualityScore?.value || 0; break; case 'credits': aVal = a.credits?.spent ?? a.creditsSpent ?? 0; bVal = b.credits?.spent ?? b.creditsSpent ?? 0; break; case 'price': aVal = a.price?.amounts?.yearly || a.price?.amounts?.sale || a.price?.amounts?.monthly || a.price || 0; bVal = b.price?.amounts?.yearly || b.price?.amounts?.sale || b.price?.amounts?.monthly || b.price || 0; break; case 'status': aVal = this.getStatus(a); bVal = this.getStatus(b); break; case 'leads': aVal = this.getLeadsCount(a); bVal = this.getLeadsCount(b); break; case 'impressions': aVal = a.statistics?.impressions ?? a.impressions ?? 0; bVal = b.statistics?.impressions ?? b.impressions ?? 0; break; case 'clicks': aVal = a.statistics?.clicks ?? a.clicks ?? 0; bVal = b.statistics?.clicks ?? b.clicks ?? 0; break; case 'exposure': // Sort order: Spotlight > Featured > Premium > Standard const exposureOrder = { 'Spotlight': 4, 'Featured': 3, 'Premium': 2, 'Standard': 1 }; aVal = exposureOrder[this.getExposureType(a)] || 1; bVal = exposureOrder[this.getExposureType(b)] || 1; break; case 'publishedAt': aVal = new Date(a.portals?.propertyfinder?.publishedAt || a.publishedAt || 0).getTime(); bVal = new Date(b.portals?.propertyfinder?.publishedAt || b.publishedAt || 0).getTime(); break; default: aVal = 0; bVal = 0; } if (typeof aVal === 'string') { aVal = aVal.toLowerCase(); bVal = bVal.toLowerCase(); } if (aVal",insights.ui.function_insightsdata_return_datasource_pf_datal,todo
src/dashboard/templates/insights.html,text,"bVal) return dir === 'asc' ? 1 : -1; return 0; }); return list; }, get totalPages() { if (!this.pageSize || this.pageSize >= this.sortedListings.length) return 1; return Math.ceil(this.sortedListings.length / this.pageSize); }, get paginatedListings() { if (!this.pageSize || this.pageSize >= this.sortedListings.length) { return this.sortedListings; } const start = (this.currentPage - 1) * this.pageSize; const end = start + this.pageSize; return this.sortedListings.slice(start, end); }, sortTable(column) { if (this.tableSortColumn === column) { this.tableSortDir = this.tableSortDir === 'asc' ? 'desc' : 'asc'; } else { this.tableSortColumn = column; this.tableSortDir = 'desc'; } // Reset to first page when sorting changes this.currentPage = 1; }, getPaginationPages() { const total = this.totalPages; const current = this.currentPage; const pages = []; if (total",insights.ui.bval_return_dir_asc_1_1_return_0_return_list_get,todo
src/dashboard/templates/insights.html,text,"3) { pages.push('...'); } // Show pages around current const start = Math.max(2, current - 1); const end = Math.min(total - 1, current + 1); for (let i = start; i",insights.ui.3_pages_push_show_pages_around_current_const_sta,todo
src/dashboard/templates/insights.html,text,"(u.publicProfile?.id || u.id) == this.selectedUser); return user ? (user.firstName || '') + ' ' + (user.lastName || '') : ''; }, getLeadsCount(listing) { const listingId = String(listing.id || listing.reference || ''); if (!listingId) return 0; return this.leads.filter(lead => { const leadListingId = String(lead.listing?.id || lead.listing?.reference || lead.listingId || ''); return leadListingId === listingId; }).length; }, // Column visibility management toggleColumn(key) { const idx = this.visibleColumns.indexOf(key); if (idx > -1) { this.visibleColumns.splice(idx, 1); } else { this.visibleColumns.push(key); } localStorage.setItem('insights_visible_columns', JSON.stringify(this.visibleColumns)); }, resetColumns() { // Note: clicks/impressions not shown by default - data not available from PF API this.visibleColumns = ['reference', 'type', 'bedrooms', 'location', 'exposure', 'publishedAt', 'qualityScore', 'price', 'status', 'leads']; localStorage.setItem('insights_visible_columns', JSON.stringify(this.visibleColumns)); }, // Get exposure/boost type from products object getExposureType(listing) { // Check for Spotlight first (CTS priority 100) if (listing.ctsPriority === 100 || listing.spotlight || listing.spotlightStatus === 'spotlight') { return 'Spotlight'; } const products = listing.products; if (products) { // Check for featured/premium/standard objects with data if (products.featured && (products.featured.id || products.featured.createdAt)) { return 'Featured'; } if (products.premium && (products.premium.id || products.premium.createdAt)) { return 'Premium'; } if (products.standard && (products.standard.id || products.standard.createdAt)) { return 'Standard'; } // Fallback for different structures if (typeof products === 'object' && !Array.isArray(products)) { if (products.type) return products.type.charAt(0).toUpperCase() + products.type.slice(1); if (products.name) return products.name.charAt(0).toUpperCase() + products.name.slice(1); } if (Array.isArray(products) && products.length > 0) { const hasFeature = products.some(p => p.type === 'featured' || p.name === 'featured'); const hasPremium = products.some(p => p.type === 'premium' || p.name === 'premium'); if (hasFeature) return 'Featured'; if (hasPremium) return 'Premium'; } } // Fallback for direct flags if (listing.featured) return 'Featured'; if (listing.premium) return 'Premium'; return 'Standard'; }, getExposureClass(listing) { const type = this.getExposureType(listing); switch(type) { case 'Spotlight': return 'bg-orange-100 text-orange-800'; case 'Featured': return 'bg-yellow-100 text-yellow-800'; case 'Premium': return 'bg-purple-100 text-purple-800'; default: return 'bg-gray-100 text-gray-600'; } }, // Get published date from portals.propertyfinder.publishedAt getPublishedAt(listing, full = false) { const publishedAt = listing.portals?.propertyfinder?.publishedAt || listing.publishedAt || listing.published_at; if (!publishedAt) return '-'; const date = new Date(publishedAt); const locale = (window.I18N && window.I18N.lang === 'ar') ? 'ar-AE-u-nu-latn' : 'en-GB'; if (full) { return date.toLocaleString(locale); } // Short format: DD/MM HH:MM return date.toLocaleDateString(locale, { day: '2-digit', month: '2-digit' }) + ' ' + date.toLocaleTimeString(locale, { hour: '2-digit', minute: '2-digit' }); }, // Get impressions from statistics getImpressions(listing) { return listing.statistics?.impressions || listing.impressions || 0; }, // Get clicks from statistics getClicks(listing) { return listing.statistics?.clicks || listing.clicks || 0; }, getTotalLeadsForListings() { let total = 0; const listingIds = new Set(this.filteredListings.map(l => String(l.id || l.reference || ''))); this.leads.forEach(lead => { const leadListingId = String(lead.listing?.id || lead.listing?.reference || lead.listingId || ''); if (listingIds.has(leadListingId)) { total++; } }); return total; }, formatNumber(val) { if (val === null || val === undefined) return '-'; const locale = (window.I18N && window.I18N.lang === 'ar') ? 'ar-AE-u-nu-latn' : 'en-AE'; return Number(val).toLocaleString(locale); }, getCacheAge() { if (!this.cachedAt) return 'unknown'; const age = Math.round((Date.now() - new Date(this.cachedAt).getTime()) / 1000); if (age",insights.ui.u_publicprofile_id_u_id_this_selecteduser_return,todo
src/dashboard/templates/insights.html,text,"Copied: ' + text; document.body.appendChild(toast); setTimeout(() => toast.remove(), 2000); }, calculateStats() { const listings = this.filteredListings; this.stats.total = listings.length; // Count by status (PF API uses state.type) this.stats.live = listings.filter(l => l.state?.type === 'live' || l.status === 'live' || l.status === 'published' ).length; this.stats.draft = listings.filter(l => l.state?.type === 'draft' || l.status === 'draft' ).length; this.stats.takendown = listings.filter(l => l.state?.type === 'takendown' || l.status === 'takendown' ).length; this.stats.livePercent = this.stats.total > 0 ? Math.round((this.stats.live / this.stats.total) * 100) : 0; // Calculate total leads for current filtered listings this.stats.totalLeads = this.getTotalLeadsForListings(); // Conversion rate: leads per listing this.stats.conversionRate = this.stats.live > 0 ? (this.stats.totalLeads / this.stats.live).toFixed(2) : 0; // Average quality score let totalQuality = 0; let qualityCount = 0; listings.forEach(l => { const quality = l.qualityScore?.value || 0; if (quality > 0) { totalQuality += quality; qualityCount++; } }); this.stats.avgQuality = qualityCount > 0 ? Math.round(totalQuality / qualityCount) : 0; // Total impressions and clicks let totalImpressions = 0; let totalClicks = 0; listings.forEach(l => { totalImpressions += l.statistics?.impressions ?? l.impressions ?? 0; totalClicks += l.statistics?.clicks ?? l.clicks ?? 0; }); this.stats.totalImpressions = totalImpressions; this.stats.totalClicks = totalClicks; // Average CTR this.stats.avgCTR = totalImpressions > 0 ? ((totalClicks / totalImpressions) * 100).toFixed(2) : 0; // Total credits spent let totalCredits = 0; listings.forEach(l => { totalCredits += l.credits?.spent ?? l.creditsSpent ?? 0; }); this.stats.totalCredits = totalCredits; this.stats.avgCredits = this.stats.total > 0 ? Math.round(totalCredits / this.stats.total) : 0; // Build agent performance stats this.buildAgentPerformance(); }, buildCharts() { const listings = this.filteredListings; // Property Types this.charts.propertyTypes = this.groupBy(listings, l => l.type || 'Unknown'); // Statuses this.charts.statuses = this.groupBy(listings, l => l.state?.type || l.status || 'unknown'); // Locations this.charts.locations = this.groupBy(listings, l => this.getLocation(l)); // Bedrooms const bedroomData = this.groupBy(listings, l => { const beds = l.bedrooms; if (beds === 'studio') return 'Studio'; return beds || 'N/A'; }); const bedroomOrder = ['Studio', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', 'N/A']; this.charts.bedrooms = bedroomData.sort((a, b) => bedroomOrder.indexOf(a.label) - bedroomOrder.indexOf(b.label) ); // Lead Channels (from leads data) - filter by selected agent's listings const channelCounts = {}; // Get listing IDs for the filtered listings const filteredListingIds = new Set(listings.map(l => String(l.id || l.reference || ''))); // Filter leads to only those matching filtered listings const filteredLeads = this.leads.filter(lead => { const leadListingId = String(lead.listing?.id || lead.listing?.reference || lead.listingId || ''); return filteredListingIds.has(leadListingId); }); filteredLeads.forEach(lead => { const channel = lead.channel || lead.source || 'Unknown'; channelCounts[channel] = (channelCounts[channel] || 0) + 1; }); const totalLeads = filteredLeads.length; this.charts.leadChannels = Object.entries(channelCounts).map(([label, count]) => ({ label: label.charAt(0).toUpperCase() + label.slice(1), count, percent: totalLeads > 0 ? Math.round((count / totalLeads) * 100) : 0 })).sort((a, b) => b.count - a.count); // Exposure/Product Types - properly check products.featured, products.premium, products.standard const exposureCounts = {}; listings.forEach(l => { // Use the getExposureType helper for consistency const type = this.getExposureType(l); exposureCounts[type] = (exposureCounts[type] || 0) + 1; }); const totalForExposure = listings.length; // Sort by priority: Spotlight > Featured > Premium > Standard const exposureOrder = ['Spotlight', 'Featured', 'Premium', 'Standard']; this.charts.exposureTypes = Object.entries(exposureCounts).map(([label, count]) => ({ label: label.charAt(0).toUpperCase() + label.slice(1).replace(/-/g, ' '), count, percent: totalForExposure > 0 ? Math.round((count / totalForExposure) * 100) : 0 })).sort((a, b) => { const aOrder = exposureOrder.indexOf(a.label); const bOrder = exposureOrder.indexOf(b.label); return (aOrder === -1 ? 99 : aOrder) - (bOrder === -1 ? 99 : bOrder); }); // Offerings (sale vs rent) this.charts.offerings = this.groupBy(listings, l => (l.category || l.offering || 'Unknown').charAt(0).toUpperCase() + (l.category || l.offering || 'Unknown').slice(1) ); }, buildAgentPerformance() { // Use filtered listings if agent is selected, otherwise all listings const listings = this.selectedUser ? this.filteredListings : this.listings; const agentMap = {}; listings.forEach(l => { const agentId = String(l.assignedTo?.id || l.publicProfile?.id || l.agent?.id || l.userId || 'unassigned'); const agentName = this.getAgentName(l); if (!agentMap[agentId]) { agentMap[agentId] = { id: agentId, name: agentName, listings: 0, live: 0, leads: 0, impressions: 0, clicks: 0, totalQuality: 0, qualityCount: 0, credits: 0 }; } const agent = agentMap[agentId]; agent.listings++; if (l.state?.type === 'live' || l.status === 'live') { agent.live++; } // Count leads for this listing const listingId = String(l.id || l.reference || ''); const leadCount = this.leads.filter(lead => { const leadListingId = String(lead.listing?.id || lead.listing?.reference || lead.listingId || ''); return leadListingId === listingId; }).length; agent.leads += leadCount; // Stats agent.impressions += l.statistics?.impressions ?? l.impressions ?? 0; agent.clicks += l.statistics?.clicks ?? l.clicks ?? 0; agent.credits += l.credits?.spent ?? l.creditsSpent ?? 0; const quality = l.qualityScore?.value || 0; if (quality > 0) { agent.totalQuality += quality; agent.qualityCount++; } }); // Convert to array and calculate derived metrics this.agentStats = Object.values(agentMap).map(agent => ({ ...agent, ctr: agent.impressions > 0 ? ((agent.clicks / agent.impressions) * 100).toFixed(1) : '0', avgQuality: agent.qualityCount > 0 ? Math.round(agent.totalQuality / agent.qualityCount) : 0 })).sort((a, b) => b.leads - a.leads); // Sort by leads descending }, getPFListingUrl(listing) { // Generate PropertyFinder Expert listing URL // PF Expert dashboard URL: https://expert.propertyfinder.ae/en/listings/{id} if (listing.url) return listing.url; if (listing.portalUrl) return listing.portalUrl; if (listing.links?.portal) return listing.links.portal; if (listing.links?.view) return listing.links.view; // Construct PF Expert URL from listing ID/reference const id = listing.id || listing.reference; if (id) { return `https://expert.propertyfinder.ae/en/listings/${id}`; } return null; }, getPFPortalUrl(listing) { // Generate public PropertyFinder.ae listing URL // Format: https://propertyfinder.ae/go/{id} const id = listing.id || listing.reference; if (id) { return `https://propertyfinder.ae/go/${id}`; } return '#'; }, openInPF(listing) { const url = this.getPFPortalUrl(listing); if (url && url !== '#') { window.open(url, '_blank'); } }, formatDateShort(dateStr) { if (!dateStr) return '-'; try { const date = new Date(dateStr); const now = new Date(); const diffDays = Math.floor((date - now) / (1000 * 60 * 60 * 24)); // Show relative for expiry dates in the future if (diffDays >= 0 && diffDays",insights.ui.copied_text_document_body_appendchild_toast_sett,todo
src/dashboard/templates/insights.html,text,= 0 && diffDays,insights.ui.0_diffdays,todo
src/dashboard/templates/insights.html,text,"{ const key = keyFn(item) || 'Unknown'; groups[key] = (groups[key] || 0) + 1; }); const total = items.length; return Object.entries(groups) .map(([label, count]) => ({ label, count, percent: total > 0 ? Math.round((count / total) * 100) : 0 })) .sort((a, b) => b.count - a.count); }, formatPrice(price) { if (!price) return '-'; // Handle PF API price structure const amount = price.amounts?.yearly || price.amounts?.sale || price.amounts?.monthly || price; if (typeof amount !== 'number') return '-'; if (amount >= 1000000) { return 'AED ' + (amount / 1000000).toFixed(1) + 'M'; } if (amount >= 1000) { return 'AED ' + (amount / 1000).toFixed(0) + 'K'; } const locale = (window.I18N && window.I18N.lang === 'ar') ? 'ar-AE-u-nu-latn' : 'en-AE'; return 'AED ' + amount.toLocaleString(locale); }, getColor(index) { const colors = [ '#6366f1', '#8b5cf6', '#ec4899', '#f43f5e', '#f97316', '#eab308', '#22c55e', '#14b8a6', '#06b6d4', '#3b82f6' ]; return colors[index % colors.length]; }, getStatusColor(status) { const statusColors = { 'live': '#22c55e', 'published': '#22c55e', 'draft': '#6b7280', 'takendown': '#ef4444', 'pending': '#f59e0b' }; return statusColors[status?.toLowerCase()] || '#6b7280'; }, getChannelColor(channel) { const channelColors = { 'whatsapp': '#25D366', 'email': '#3b82f6', 'call': '#f97316', 'phone': '#f97316', 'sms': '#8b5cf6', 'chat': '#06b6d4', 'form': '#ec4899', 'unknown': '#6b7280' }; return channelColors[channel?.toLowerCase()] || '#6b7280'; }, getExposureColor(exposure) { const exposureColors = { 'spotlight': '#f97316', // Orange for spotlight 'featured': '#f59e0b', 'premium': '#8b5cf6', 'standard': '#6b7280', 'signature': '#ec4899', 'basic': '#9ca3af' }; return exposureColors[exposure?.toLowerCase()] || '#6b7280'; } }; }",insights.ui.const_key_keyfn_item_unknown_groups_key_groups_k,todo
src/dashboard/templates/invite_accept.html,text,L-Manager,invite_accept.ui.l_manager,todo
src/dashboard/templates/invite_accept.html,text,"document.querySelectorAll('[data-lang-toggle]').forEach((btn) => { btn.addEventListener('click', async () => { const lang = btn.getAttribute('data-lang-toggle'); if (!lang) return; try { const res = await fetch('/api/profile/language', { method: 'POST', headers: { 'Content-Type': 'application/json' }, body: JSON.stringify({ language: lang }) }); if (!res.ok) return; window.location.reload(); } catch (_) {} }); });",invite_accept.ui.document_queryselectorall_data_lang_toggle_forea,todo
src/dashboard/templates/leads.html,alert,Failed to delete:,leads.alerts.failed_to_delete,todo
src/dashboard/templates/leads.html,alert,Failed to update:,leads.alerts.failed_to_update,todo
src/dashboard/templates/leads.html,alert,Failed to add comment:,leads.alerts.failed_to_add_comment,todo
src/dashboard/templates/leads.html,alert,Title and due date are required,leads.alerts.title_and_due_date_are_required,todo
src/dashboard/templates/leads.html,alert,Task board is required for task reminders,leads.alerts.task_board_is_required_for_task_reminders,todo
src/dashboard/templates/leads.html,alert,Failed to refresh:,leads.alerts.failed_to_refresh,todo
src/dashboard/templates/leads.html,alert,Failed to auto-assign:,leads.alerts.failed_to_auto_assign,todo
src/dashboard/templates/leads.html,alert,Please select a contact,leads.alerts.please_select_a_contact,todo
src/dashboard/templates/leads.html,alert,Failed to sync: Server error,leads.alerts.failed_to_sync_server_error,todo
src/dashboard/templates/leads.html,alert,Failed to sync:,leads.alerts.failed_to_sync,todo
src/dashboard/templates/leads.html,alert,Failed to save:,leads.alerts.failed_to_save,todo
src/dashboard/templates/leads.html,alert,Failed to save contact:,leads.alerts.failed_to_save_contact,todo
src/dashboard/templates/leads.html,alert,Contact already exists:,leads.alerts.contact_already_exists,todo
src/dashboard/templates/leads.html,alert,Contact saved:,leads.alerts.contact_saved,todo
src/dashboard/templates/leads.html,confirm,Delete this comment?,leads.confirm.delete_this_comment,todo
src/dashboard/templates/leads.html,confirm,Delete this reminder?,leads.confirm.delete_this_reminder,todo
src/dashboard/templates/leads.html,confirm,This will auto-assign unassigned leads to L-Manager users based on matching email with PropertyFinder agents. Continue?,leads.confirm.this_will_auto_assign_unassigned_leads_to_l_mana,todo
src/dashboard/templates/leads.html,confirm,Delete this lead?,leads.confirm.delete_this_lead,todo
src/dashboard/templates/leads.html,confirm,Delete this contact?,leads.confirm.delete_this_contact,todo
src/dashboard/templates/leads.html,placeholder,Auto-assign unassigned leads to users based on matching email with PF agent,leads.placeholders.auto_assign_unassigned_leads_to_users_based_on_m,todo
src/dashboard/templates/leads.html,placeholder,Customize card fields,leads.placeholders.customize_card_fields,todo
src/dashboard/templates/leads.html,placeholder,Configure Statuses & Sources,leads.placeholders.configure_statuses_sources,todo
src/dashboard/templates/leads.html,placeholder,"Search by name, email, phone...",leads.placeholders.search_by_name_email_phone,todo
src/dashboard/templates/leads.html,placeholder,Filter by tags (match any selected),leads.placeholders.filter_by_tags_match_any_selected,todo
src/dashboard/templates/leads.html,placeholder,View Details,leads.placeholders.view_details,todo
src/dashboard/templates/leads.html,placeholder,Reply in PropertyFinder,leads.placeholders.reply_in_propertyfinder,todo
src/dashboard/templates/leads.html,placeholder,WhatsApp,leads.placeholders.whatsapp,todo
src/dashboard/templates/leads.html,placeholder,Delete,leads.placeholders.delete,todo
src/dashboard/templates/leads.html,placeholder,Add lead to this column,leads.placeholders.add_lead_to_this_column,todo
src/dashboard/templates/leads.html,placeholder,Reply in PF,leads.placeholders.reply_in_pf,todo
